name,n_samples,V_max,best_target,target,status,H,kappa,rel_resid_std,pearson_resid_v,monotonicity_drop,peak_position,y_range,reason
2000-07-10b__turn96,518,15000,visit_entropy_reduction,visit_entropy_reduction,clean,0.4321628201665767,154.59239015358654,0.04929799144241015,0.20338814342722375,0.01535165278578506,0.019342359767891684,0.4553386186162278,
2000-07-10b__turn96,518,15000,visit_entropy_reduction,winrate_drift,degenerate,9.051146085535422,47202304.00098941,0.11027737240877124,0.4955038826541937,0.0,0.9980657640232108,0.049297913908958435,
2000-07-10b__turn96,518,15000,visit_entropy_reduction,scoreLead_drift,degenerate,4413.288141322827,176703531.37036246,0.11958982298021233,0.5227998533590008,0.0,0.9980657640232108,3.4985809326171875,
2000-07-10b__turn96,518,15000,visit_entropy_reduction,L2_joint_drift,degenerate,50.49783437667976,60383232.017460935,0.11583771754215363,0.5548458811805623,0.0,0.9980657640232108,0.14362002816051245,
2000-07-12c__turn215,1025,15000,winrate_drift,visit_entropy_reduction,degenerate,3.1308226031656166e-12,104.00322764983082,0.11891685941652454,-0.485780500095509,31.203924282250178,0.0009765625,0.6272923784906004,
2000-07-12c__turn215,1025,15000,winrate_drift,winrate_drift,clean,0.024617831689136137,119.50375219849332,0.07473262077357838,0.34960922839729774,0.0,0.9990234375,0.02637137845158577,
2000-07-12c__turn215,1025,15000,winrate_drift,scoreLead_drift,clean,11.515577013648317,41.51633174574494,0.07552001633091183,0.7726154795058133,0.0,0.9990234375,12.634350776672363,
2000-07-12c__turn215,1025,15000,winrate_drift,L2_joint_drift,clean,0.42507206382544993,41.81776297600223,0.07539176264587394,0.7722224018148466,0.0,0.9990234375,0.46636271476745605,
2000-07-14a__turn47,865,15000,winrate_drift,visit_entropy_reduction,degenerate,2.3111530849185196e-11,34.000000000001364,0.2305876758595125,-0.3835107117896605,inf,0.0,0.09211512008376935,
2000-07-14a__turn47,865,15000,winrate_drift,winrate_drift,clean,0.020142516640084988,2645.653842671667,0.05601728913704523,-0.039643804758533165,0.0,0.9988425925925926,0.02721351385116577,
2000-07-14a__turn47,865,15000,winrate_drift,scoreLead_drift,clean,0.6631600395389986,1773.9927466052943,0.06250501489813595,0.0008493267769443797,0.0,0.9988425925925926,0.7838608026504517,
2000-07-14a__turn47,865,15000,winrate_drift,L2_joint_drift,clean,0.03214497942545407,2084.221090496438,0.05869897607591214,-0.02677728987389568,0.0,0.9988425925925926,0.04024085775017738,
2000-07-14b__turn23,922,15000,winrate_drift,visit_entropy_reduction,degenerate,1.4873129547395778e-12,28.000000000000107,0.06105197462900547,-0.038241575259202576,inf,0.0,0.7334731443410887,
2000-07-14b__turn23,922,15000,winrate_drift,winrate_drift,clean,0.0034237584672019974,13.68913021869451,0.1691617413821174,0.37031989227542744,0.0,0.998914223669924,0.005759298801422119,
2000-07-14b__turn23,922,15000,winrate_drift,scoreLead_drift,degenerate,1.6942464062293856e-13,175548.0000103567,0.16512515863832217,0.4259844051656427,0.0,0.998914223669924,0.2894349694252014,
2000-07-14b__turn23,922,15000,winrate_drift,L2_joint_drift,degenerate,5.856247013848572,25042620.22531634,0.14072131538980578,-0.11703921872888007,0.0,0.998914223669924,0.009834826923906803,
2000-07-14d__turn79,934,15000,winrate_drift,visit_entropy_reduction,clean,0.25645270231487177,43.56664459048515,0.08572275386195369,0.3972384096172928,0.19466935218197387,0.030010718113612004,0.6683738259237253,
2000-07-14d__turn79,934,15000,winrate_drift,winrate_drift,clean,0.01316267572087031,341.0364296914788,0.07523134777905577,-0.09855397024578043,0.0,0.9989281886387996,0.027628064155578613,
2000-07-14d__turn79,934,15000,winrate_drift,scoreLead_drift,clean,0.3786072424454892,583.7015055537622,0.0826908491066505,-0.12411728177670148,0.0,0.9989281886387996,0.8806352019309998,
2000-07-14d__turn79,934,15000,winrate_drift,L2_joint_drift,clean,0.018741501286664113,475.6373666496618,0.077617212735974,-0.11821007702587571,0.0,0.9989281886387996,0.0417097806930542,
2000-07-20a__turn77,388,15000,visit_entropy_reduction,visit_entropy_reduction,degenerate,1.929110609734039e-17,6848.039525585173,0.12353972803565792,0.7679117270662377,1.6040211191853202,0.002583979328165375,0.4009209165941312,
2000-07-20a__turn77,388,15000,visit_entropy_reduction,winrate_drift,degenerate,3.800084029688248e-09,113664.00000021586,0.2968248905027279,0.3988676687044323,0.0,0.9974160206718347,0.008079886436462402,
2000-07-20a__turn77,388,15000,visit_entropy_reduction,scoreLead_drift,degenerate,2.5287476635789163e-10,101216.00041582537,0.228666550101293,0.3724243080611672,0.0,0.9974160206718347,0.4177718162536621,
2000-07-20a__turn77,388,15000,visit_entropy_reduction,L2_joint_drift,degenerate,2.832213871849385e-10,160380.00000120912,0.24251074905777853,0.4029667820419019,0.0,0.9974160206718347,0.016201596474274993,
2000-07-21b__turn98,654,15000,L2_joint_drift,visit_entropy_reduction,degenerate,1.571775680884801e-12,30.000000000000107,0.12761336874077858,-0.044600421168369105,inf,0.0,0.8384440783134002,
2000-07-21b__turn98,654,15000,L2_joint_drift,winrate_drift,clean,0.01019846747241354,216.0097971248475,0.09336333558958833,-0.09778560086849342,0.0,0.998468606431853,0.05846571922302246,
2000-07-21b__turn98,654,15000,L2_joint_drift,scoreLead_drift,clean,0.5096183010905935,341.86591163966483,0.08321813154081067,-0.12480023174458911,0.0,0.998468606431853,1.7642213702201843,
2000-07-21b__turn98,654,15000,L2_joint_drift,L2_joint_drift,clean,0.020768725523678058,300.30472694034336,0.08286098837722525,-0.08680570195170689,0.0,0.998468606431853,0.08861019648611546,
2000-07-28a__turn98,423,15000,visit_entropy_reduction,visit_entropy_reduction,clean,1.177979265130072,3864.2940525003974,0.06487804598885581,0.013803267167065895,0.0,0.9976303317535545,0.9948294151383484,
2000-07-28a__turn98,423,15000,visit_entropy_reduction,winrate_drift,clean,0.05775828279953641,827.8710609876309,0.0689728933978701,0.2472406696415339,0.0,0.9976303317535545,0.056292712688446045,
2000-07-28a__turn98,423,15000,visit_entropy_reduction,scoreLead_drift,clean,2.32894909791306,1437.9752172838923,0.07355729946189568,0.12055097691170368,0.0,0.9976303317535545,2.154829978942871,
2000-07-28a__turn98,423,15000,visit_entropy_reduction,L2_joint_drift,clean,0.09730158741835851,1193.3111115778113,0.07203588445643923,0.16579987777941207,0.0,0.9976303317535545,0.09192024916410446,
2000-07-31a__turn167,930,15000,L2_joint_drift,visit_entropy_reduction,degenerate,7.132107371772824e-19,480.18224575711815,0.06823552029247759,-0.40380519115912394,3.8626822564119534,0.001076426264800861,0.8126667767178217,
2000-07-31a__turn167,930,15000,L2_joint_drift,winrate_drift,clean,0.00579104726993913,5887.035597984334,0.11779291125934273,0.045077720730134045,0.0,0.9989235737351991,0.010542690753936768,
2000-07-31a__turn167,930,15000,L2_joint_drift,scoreLead_drift,clean,0.5952062597002881,3490.704705050967,0.1098374979008195,-0.002978936666901372,0.0,0.9989235737351991,1.2426300048828125,
2000-07-31a__turn167,930,15000,L2_joint_drift,L2_joint_drift,clean,0.024990488101829758,3616.1576598260062,0.10871884512036042,0.0014809718517100497,0.0,0.9989235737351991,0.05186365731060505,
2000-07-31b__turn174,1006,15000,scoreLead_drift,visit_entropy_reduction,degenerate,7.158704707191014e-13,12.000000000000117,0.23684106173054645,-0.8372707108343906,inf,0.0,1.785549203704079,
2000-07-31b__turn174,1006,15000,scoreLead_drift,winrate_drift,degenerate,224.123646867547,96977920.00087354,0.15690794346151696,0.5629025415718447,0.0,0.9980099502487563,0.2747180461883545,
2000-07-31b__turn174,1006,15000,scoreLead_drift,scoreLead_drift,degenerate,1.9208769722035136e-15,56560.000003863606,0.14152358411470406,0.5615005437453864,0.0,0.9980099502487563,12.679036855697632,
2000-07-31b__turn174,1006,15000,scoreLead_drift,L2_joint_drift,degenerate,258.06752361047586,146437632.03409004,0.1426664414828236,0.5648935470474995,0.0,0.9980099502487563,0.5300455130636692,
2000-08-02__turn175,426,15000,visit_entropy_reduction,visit_entropy_reduction,clean,0.9880239008923691,4303.70731135142,0.03186156251446641,0.09214897996440811,0.0,0.9976470588235294,0.8073231231918534,
2000-08-02__turn175,426,15000,visit_entropy_reduction,winrate_drift,clean,0.04309414116915463,1484.551500001629,0.047378436877303906,0.14972403080122376,0.0,0.9976470588235294,0.04327183961868286,
2000-08-02__turn175,426,15000,visit_entropy_reduction,scoreLead_drift,clean,0.5260759970680837,933.964181759811,0.11407250624742969,0.06570069264291445,0.0,0.9976470588235294,0.5537109375,
2000-08-02__turn175,426,15000,visit_entropy_reduction,L2_joint_drift,clean,0.05543866904065208,1458.3186327886956,0.040152403254270906,0.10797567685143232,0.0,0.9976470588235294,0.05641886964440346,
2000-08-14b__turn140,703,15000,L2_joint_drift,visit_entropy_reduction,degenerate,0.1702054719456997,107.71429404271481,0.11774473621057414,-0.6970279505782033,0.6156265075940538,0.28917378917378916,0.41506997389019357,
2000-08-14b__turn140,703,15000,L2_joint_drift,winrate_drift,clean,0.06489044426840314,42.69769354695314,0.034360484314833156,0.3799008219733518,0.0,0.9985754985754985,0.06558984518051147,
2000-08-14b__turn140,703,15000,L2_joint_drift,scoreLead_drift,clean,1.1538229914297453,16.205718309803245,0.039738863733586795,0.14101309014913155,0.0,0.9985754985754985,1.2294540405273438,
2000-08-14b__turn140,703,15000,L2_joint_drift,L2_joint_drift,clean,0.09309059560553773,25.70088760805044,0.029604591294629515,0.34782849375935765,0.0,0.9985754985754985,0.09791862219572067,
2000-08-14c__turn126,285,15000,winrate_drift,visit_entropy_reduction,degenerate,4.826444563703645e-17,7520.004684069764,0.141795988188105,-0.8468299823119028,3.6159711826186354,0.0035211267605633804,0.26245299533569644,
2000-08-14c__turn126,285,15000,winrate_drift,winrate_drift,clean,0.13227499294338385,53163.570869985844,0.0979180978168502,-0.21761120645003995,0.0,0.9964788732394366,0.03265911340713501,
